"auteur1","auteur2","articleID"
"Cyrille Violle","F. Wayne Bell","Kumordzi2019"
"Jill Johnstone","F. Wayne Bell","Kumordzi2019"
"Madhur Anand","F. Wayne Bell","Kumordzi2019"
"André Arsenault","F. Wayne Bell","Kumordzi2019"
"Yves Bergeron","F. Wayne Bell","Kumordzi2019"
"Isabelle Boulangeat","F. Wayne Bell","Kumordzi2019"
"Maxime Brousseau","F. Wayne Bell","Kumordzi2019"
"Louis De Grandpré","F. Wayne Bell","Kumordzi2019"
"Sylvain Delagrange","F. Wayne Bell","Kumordzi2019"
"Nicole J. Fenton","F. Wayne Bell","Kumordzi2019"
"Dominique Gravel","F. Wayne Bell","Kumordzi2019"
"S. Ellen Macdonald","F. Wayne Bell","Kumordzi2019"
"Benoit Hamel","F. Wayne Bell","Kumordzi2019"
"Morgane Higelin","F. Wayne Bell","Kumordzi2019"
"François Hébert","F. Wayne Bell","Kumordzi2019"
"Nathalie Isabel","F. Wayne Bell","Kumordzi2019"
"Azim Mallik","F. Wayne Bell","Kumordzi2019"
"Anne C.S. McIntosh","F. Wayne Bell","Kumordzi2019"
"Jennie R. McLaren","F. Wayne Bell","Kumordzi2019"
"Christian Messier","F. Wayne Bell","Kumordzi2019"
"Dave Morris","F. Wayne Bell","Kumordzi2019"
"Nelson Thiffault","F. Wayne Bell","Kumordzi2019"
"Jean-Pierre Tremblay","F. Wayne Bell","Kumordzi2019"
"Alison D. Munson","F. Wayne Bell","Kumordzi2019"
"Bright B. Kumordzi","Yves Bergeron","Kumordzi2019"
"Isabelle Aubin","Yves Bergeron","Kumordzi2019"
"Françoise Cardou","Yves Bergeron","Kumordzi2019"
"Bill Shipley","Yves Bergeron","Kumordzi2019"
"Cyrille Violle","Yves Bergeron","Kumordzi2019"
"Jill Johnstone","Yves Bergeron","Kumordzi2019"
"Madhur Anand","Yves Bergeron","Kumordzi2019"
"André Arsenault","Yves Bergeron","Kumordzi2019"
"F. Wayne Bell","Yves Bergeron","Kumordzi2019"
"Isabelle Boulangeat","Yves Bergeron","Kumordzi2019"
"Maxime Brousseau","Yves Bergeron","Kumordzi2019"
"Louis De Grandpré","Yves Bergeron","Kumordzi2019"
"Sylvain Delagrange","Yves Bergeron","Kumordzi2019"
"Nicole J. Fenton","Yves Bergeron","Kumordzi2019"
"Dominique Gravel","Yves Bergeron","Kumordzi2019"
"S. Ellen Macdonald","Yves Bergeron","Kumordzi2019"
"Benoit Hamel","Yves Bergeron","Kumordzi2019"
"Morgane Higelin","Yves Bergeron","Kumordzi2019"
"François Hébert","Yves Bergeron","Kumordzi2019"
"Nathalie Isabel","Yves Bergeron","Kumordzi2019"
"Azim Mallik","Yves Bergeron","Kumordzi2019"
"Anne C.S. McIntosh","Yves Bergeron","Kumordzi2019"
"Jennie R. McLaren","Yves Bergeron","Kumordzi2019"
"Christian Messier","Yves Bergeron","Kumordzi2019"
"Dave Morris","Yves Bergeron","Kumordzi2019"
"Nelson Thiffault","Yves Bergeron","Kumordzi2019"
"Jean-Pierre Tremblay","Yves Bergeron","Kumordzi2019"
"Alison D. Munson","Yves Bergeron","Kumordzi2019"
"Bright B. Kumordzi","Isabelle Boulangeat","Kumordzi2019"
"Isabelle Aubin","Isabelle Boulangeat","Kumordzi2019"
"Françoise Cardou","Isabelle Boulangeat","Kumordzi2019"
"Bill Shipley","Isabelle Boulangeat","Kumordzi2019"
"Cyrille Violle","Isabelle Boulangeat","Kumordzi2019"
"Jill Johnstone","Isabelle Boulangeat","Kumordzi2019"
"Madhur Anand","Isabelle Boulangeat","Kumordzi2019"
"André Arsenault","Isabelle Boulangeat","Kumordzi2019"
"F. Wayne Bell","Isabelle Boulangeat","Kumordzi2019"
"Yves Bergeron","Isabelle Boulangeat","Kumordzi2019"
"Maxime Brousseau","Isabelle Boulangeat","Kumordzi2019"
"Louis De Grandpré","Isabelle Boulangeat","Kumordzi2019"
"Sylvain Delagrange","Isabelle Boulangeat","Kumordzi2019"
"Nicole J. Fenton","Isabelle Boulangeat","Kumordzi2019"
"Dominique Gravel","Isabelle Boulangeat","Kumordzi2019"
"S. Ellen Macdonald","Isabelle Boulangeat","Kumordzi2019"
"Benoit Hamel","Isabelle Boulangeat","Kumordzi2019"
"Morgane Higelin","Isabelle Boulangeat","Kumordzi2019"
"François Hébert","Isabelle Boulangeat","Kumordzi2019"
"Nathalie Isabel","Isabelle Boulangeat","Kumordzi2019"
"Azim Mallik","Isabelle Boulangeat","Kumordzi2019"
"Anne C.S. McIntosh","Isabelle Boulangeat","Kumordzi2019"
"Jennie R. McLaren","Isabelle Boulangeat","Kumordzi2019"
"Christian Messier","Isabelle Boulangeat","Kumordzi2019"
"Dave Morris","Isabelle Boulangeat","Kumordzi2019"
"Nelson Thiffault","Isabelle Boulangeat","Kumordzi2019"
"Jean-Pierre Tremblay","Isabelle Boulangeat","Kumordzi2019"
"Alison D. Munson","Isabelle Boulangeat","Kumordzi2019"
"Bright B. Kumordzi","Maxime Brousseau","Kumordzi2019"
"Isabelle Aubin","Maxime Brousseau","Kumordzi2019"
"Françoise Cardou","Maxime Brousseau","Kumordzi2019"
"Bill Shipley","Maxime Brousseau","Kumordzi2019"
"Cyrille Violle","Maxime Brousseau","Kumordzi2019"
"Jill Johnstone","Maxime Brousseau","Kumordzi2019"
"Madhur Anand","Maxime Brousseau","Kumordzi2019"
"André Arsenault","Maxime Brousseau","Kumordzi2019"
"F. Wayne Bell","Maxime Brousseau","Kumordzi2019"
"Yves Bergeron","Maxime Brousseau","Kumordzi2019"
"Isabelle Boulangeat","Maxime Brousseau","Kumordzi2019"
"Louis De Grandpré","Maxime Brousseau","Kumordzi2019"
"Sylvain Delagrange","Maxime Brousseau","Kumordzi2019"
"Nicole J. Fenton","Maxime Brousseau","Kumordzi2019"
"Dominique Gravel","Maxime Brousseau","Kumordzi2019"
"S. Ellen Macdonald","Maxime Brousseau","Kumordzi2019"
"Benoit Hamel","Maxime Brousseau","Kumordzi2019"
"Morgane Higelin","Maxime Brousseau","Kumordzi2019"
"François Hébert","Maxime Brousseau","Kumordzi2019"
"Nathalie Isabel","Maxime Brousseau","Kumordzi2019"
"Azim Mallik","Maxime Brousseau","Kumordzi2019"
"Anne C.S. McIntosh","Maxime Brousseau","Kumordzi2019"
"Jennie R. McLaren","Maxime Brousseau","Kumordzi2019"
"Christian Messier","Maxime Brousseau","Kumordzi2019"
"Dave Morris","Maxime Brousseau","Kumordzi2019"
"Nelson Thiffault","Maxime Brousseau","Kumordzi2019"
"Jean-Pierre Tremblay","Maxime Brousseau","Kumordzi2019"
"Alison D. Munson","Maxime Brousseau","Kumordzi2019"
"Bright B. Kumordzi","Louis De Grandpré","Kumordzi2019"
"Isabelle Aubin","Louis De Grandpré","Kumordzi2019"
"Françoise Cardou","Louis De Grandpré","Kumordzi2019"
"Bill Shipley","Louis De Grandpré","Kumordzi2019"
"Cyrille Violle","Louis De Grandpré","Kumordzi2019"
"Jill Johnstone","Louis De Grandpré","Kumordzi2019"
"Madhur Anand","Louis De Grandpré","Kumordzi2019"
"André Arsenault","Louis De Grandpré","Kumordzi2019"
"F. Wayne Bell","Louis De Grandpré","Kumordzi2019"
"Yves Bergeron","Louis De Grandpré","Kumordzi2019"
"Isabelle Boulangeat","Louis De Grandpré","Kumordzi2019"
"Maxime Brousseau","Louis De Grandpré","Kumordzi2019"
"Sylvain Delagrange","Louis De Grandpré","Kumordzi2019"
"Nicole J. Fenton","Louis De Grandpré","Kumordzi2019"
"Dominique Gravel","Louis De Grandpré","Kumordzi2019"
"S. Ellen Macdonald","Louis De Grandpré","Kumordzi2019"
"Benoit Hamel","Louis De Grandpré","Kumordzi2019"
"Morgane Higelin","Louis De Grandpré","Kumordzi2019"
"François Hébert","Louis De Grandpré","Kumordzi2019"
"Nathalie Isabel","Louis De Grandpré","Kumordzi2019"
"Azim Mallik","Louis De Grandpré","Kumordzi2019"
"Anne C.S. McIntosh","Louis De Grandpré","Kumordzi2019"
"Jennie R. McLaren","Louis De Grandpré","Kumordzi2019"
"Christian Messier","Louis De Grandpré","Kumordzi2019"
"Dave Morris","Louis De Grandpré","Kumordzi2019"
"Nelson Thiffault","Louis De Grandpré","Kumordzi2019"
"Jean-Pierre Tremblay","Louis De Grandpré","Kumordzi2019"
"Alison D. Munson","Louis De Grandpré","Kumordzi2019"
"Bright B. Kumordzi","Sylvain Delagrange","Kumordzi2019"
"Isabelle Aubin","Sylvain Delagrange","Kumordzi2019"
"Françoise Cardou","Sylvain Delagrange","Kumordzi2019"
"Bill Shipley","Sylvain Delagrange","Kumordzi2019"
"Cyrille Violle","Sylvain Delagrange","Kumordzi2019"
"Jill Johnstone","Sylvain Delagrange","Kumordzi2019"
"Madhur Anand","Sylvain Delagrange","Kumordzi2019"
"André Arsenault","Sylvain Delagrange","Kumordzi2019"
"F. Wayne Bell","Sylvain Delagrange","Kumordzi2019"
"Yves Bergeron","Sylvain Delagrange","Kumordzi2019"
"Isabelle Boulangeat","Sylvain Delagrange","Kumordzi2019"
"Maxime Brousseau","Sylvain Delagrange","Kumordzi2019"
"Louis De Grandpré","Sylvain Delagrange","Kumordzi2019"
"Nicole J. Fenton","Sylvain Delagrange","Kumordzi2019"
"Dominique Gravel","Sylvain Delagrange","Kumordzi2019"
"S. Ellen Macdonald","Sylvain Delagrange","Kumordzi2019"
"Benoit Hamel","Sylvain Delagrange","Kumordzi2019"
"Morgane Higelin","Sylvain Delagrange","Kumordzi2019"
"François Hébert","Sylvain Delagrange","Kumordzi2019"
"Nathalie Isabel","Sylvain Delagrange","Kumordzi2019"
"Azim Mallik","Sylvain Delagrange","Kumordzi2019"
"Anne C.S. McIntosh","Sylvain Delagrange","Kumordzi2019"
"Jennie R. McLaren","Sylvain Delagrange","Kumordzi2019"
"Christian Messier","Sylvain Delagrange","Kumordzi2019"
"Dave Morris","Sylvain Delagrange","Kumordzi2019"
"Nelson Thiffault","Sylvain Delagrange","Kumordzi2019"
"Jean-Pierre Tremblay","Sylvain Delagrange","Kumordzi2019"
"Alison D. Munson","Sylvain Delagrange","Kumordzi2019"
"Bright B. Kumordzi","Nicole J. Fenton","Kumordzi2019"
"Isabelle Aubin","Nicole J. Fenton","Kumordzi2019"
"Françoise Cardou","Nicole J. Fenton","Kumordzi2019"
"Bill Shipley","Nicole J. Fenton","Kumordzi2019"
"Cyrille Violle","Nicole J. Fenton","Kumordzi2019"
"Jill Johnstone","Nicole J. Fenton","Kumordzi2019"
"Madhur Anand","Nicole J. Fenton","Kumordzi2019"
"André Arsenault","Nicole J. Fenton","Kumordzi2019"
"F. Wayne Bell","Nicole J. Fenton","Kumordzi2019"
"Yves Bergeron","Nicole J. Fenton","Kumordzi2019"
"Isabelle Boulangeat","Nicole J. Fenton","Kumordzi2019"
"Maxime Brousseau","Nicole J. Fenton","Kumordzi2019"
"Louis De Grandpré","Nicole J. Fenton","Kumordzi2019"
"Sylvain Delagrange","Nicole J. Fenton","Kumordzi2019"
"Dominique Gravel","Nicole J. Fenton","Kumordzi2019"
"S. Ellen Macdonald","Nicole J. Fenton","Kumordzi2019"
"Benoit Hamel","Nicole J. Fenton","Kumordzi2019"
"Morgane Higelin","Nicole J. Fenton","Kumordzi2019"
"François Hébert","Nicole J. Fenton","Kumordzi2019"
"Nathalie Isabel","Nicole J. Fenton","Kumordzi2019"
"Azim Mallik","Nicole J. Fenton","Kumordzi2019"
"Anne C.S. McIntosh","Nicole J. Fenton","Kumordzi2019"
"Jennie R. McLaren","Nicole J. Fenton","Kumordzi2019"
"Christian Messier","Nicole J. Fenton","Kumordzi2019"
"Dave Morris","Nicole J. Fenton","Kumordzi2019"
"Nelson Thiffault","Nicole J. Fenton","Kumordzi2019"
"Jean-Pierre Tremblay","Nicole J. Fenton","Kumordzi2019"
"Alison D. Munson","Nicole J. Fenton","Kumordzi2019"
"Bright B. Kumordzi","Dominique Gravel","Kumordzi2019"
"Isabelle Aubin","Dominique Gravel","Kumordzi2019"
"Françoise Cardou","Dominique Gravel","Kumordzi2019"
"Bill Shipley","Dominique Gravel","Kumordzi2019"
"Cyrille Violle","Dominique Gravel","Kumordzi2019"
"Jill Johnstone","Dominique Gravel","Kumordzi2019"
"Madhur Anand","Dominique Gravel","Kumordzi2019"
"André Arsenault","Dominique Gravel","Kumordzi2019"
"F. Wayne Bell","Dominique Gravel","Kumordzi2019"
"Yves Bergeron","Dominique Gravel","Kumordzi2019"
"Isabelle Boulangeat","Dominique Gravel","Kumordzi2019"
"Maxime Brousseau","Dominique Gravel","Kumordzi2019"
"Louis De Grandpré","Dominique Gravel","Kumordzi2019"
"Sylvain Delagrange","Dominique Gravel","Kumordzi2019"
"Nicole J. Fenton","Dominique Gravel","Kumordzi2019"
"S. Ellen Macdonald","Dominique Gravel","Kumordzi2019"
"Benoit Hamel","Dominique Gravel","Kumordzi2019"
"Morgane Higelin","Dominique Gravel","Kumordzi2019"
"François Hébert","Dominique Gravel","Kumordzi2019"
"Nathalie Isabel","Dominique Gravel","Kumordzi2019"
"Azim Mallik","Dominique Gravel","Kumordzi2019"
"Anne C.S. McIntosh","Dominique Gravel","Kumordzi2019"
"Jennie R. McLaren","Dominique Gravel","Kumordzi2019"
"Christian Messier","Dominique Gravel","Kumordzi2019"
"Dave Morris","Dominique Gravel","Kumordzi2019"
"Nelson Thiffault","Dominique Gravel","Kumordzi2019"
"Jean-Pierre Tremblay","Dominique Gravel","Kumordzi2019"
"Alison D. Munson","Dominique Gravel","Kumordzi2019"
"Bright B. Kumordzi","S. Ellen Macdonald","Kumordzi2019"
"Isabelle Aubin","S. Ellen Macdonald","Kumordzi2019"
"Françoise Cardou","S. Ellen Macdonald","Kumordzi2019"
"Bill Shipley","S. Ellen Macdonald","Kumordzi2019"
"Cyrille Violle","S. Ellen Macdonald","Kumordzi2019"
"Jill Johnstone","S. Ellen Macdonald","Kumordzi2019"
"Madhur Anand","S. Ellen Macdonald","Kumordzi2019"
"André Arsenault","S. Ellen Macdonald","Kumordzi2019"
"F. Wayne Bell","S. Ellen Macdonald","Kumordzi2019"
"Yves Bergeron","S. Ellen Macdonald","Kumordzi2019"
"Isabelle Boulangeat","S. Ellen Macdonald","Kumordzi2019"
"Maxime Brousseau","S. Ellen Macdonald","Kumordzi2019"
"Louis De Grandpré","S. Ellen Macdonald","Kumordzi2019"
"Sylvain Delagrange","S. Ellen Macdonald","Kumordzi2019"
"Nicole J. Fenton","S. Ellen Macdonald","Kumordzi2019"
"Dominique Gravel","S. Ellen Macdonald","Kumordzi2019"
"Benoit Hamel","S. Ellen Macdonald","Kumordzi2019"
"Morgane Higelin","S. Ellen Macdonald","Kumordzi2019"
"François Hébert","S. Ellen Macdonald","Kumordzi2019"
"Nathalie Isabel","S. Ellen Macdonald","Kumordzi2019"
"Azim Mallik","S. Ellen Macdonald","Kumordzi2019"
"Anne C.S. McIntosh","S. Ellen Macdonald","Kumordzi2019"
"Jennie R. McLaren","S. Ellen Macdonald","Kumordzi2019"
"Christian Messier","S. Ellen Macdonald","Kumordzi2019"
"Dave Morris","S. Ellen Macdonald","Kumordzi2019"
"Nelson Thiffault","S. Ellen Macdonald","Kumordzi2019"
"Jean-Pierre Tremblay","S. Ellen Macdonald","Kumordzi2019"
"Alison D. Munson","S. Ellen Macdonald","Kumordzi2019"
"Bright B. Kumordzi","Benoit Hamel","Kumordzi2019"
"Isabelle Aubin","Benoit Hamel","Kumordzi2019"
"Françoise Cardou","Benoit Hamel","Kumordzi2019"
"Bill Shipley","Benoit Hamel","Kumordzi2019"
"Cyrille Violle","Benoit Hamel","Kumordzi2019"
"Jill Johnstone","Benoit Hamel","Kumordzi2019"
"Madhur Anand","Benoit Hamel","Kumordzi2019"
"André Arsenault","Benoit Hamel","Kumordzi2019"
"F. Wayne Bell","Benoit Hamel","Kumordzi2019"
"Yves Bergeron","Benoit Hamel","Kumordzi2019"
"Isabelle Boulangeat","Benoit Hamel","Kumordzi2019"
"Maxime Brousseau","Benoit Hamel","Kumordzi2019"
"Louis De Grandpré","Benoit Hamel","Kumordzi2019"
"Sylvain Delagrange","Benoit Hamel","Kumordzi2019"
"Nicole J. Fenton","Benoit Hamel","Kumordzi2019"
"Dominique Gravel","Benoit Hamel","Kumordzi2019"
"S. Ellen Macdonald","Benoit Hamel","Kumordzi2019"
"Morgane Higelin","Benoit Hamel","Kumordzi2019"
"François Hébert","Benoit Hamel","Kumordzi2019"
"Nathalie Isabel","Benoit Hamel","Kumordzi2019"
"Azim Mallik","Benoit Hamel","Kumordzi2019"
"Anne C.S. McIntosh","Benoit Hamel","Kumordzi2019"
"Jennie R. McLaren","Benoit Hamel","Kumordzi2019"
"Christian Messier","Benoit Hamel","Kumordzi2019"
"Dave Morris","Benoit Hamel","Kumordzi2019"
"Nelson Thiffault","Benoit Hamel","Kumordzi2019"
"Jean-Pierre Tremblay","Benoit Hamel","Kumordzi2019"
"Alison D. Munson","Benoit Hamel","Kumordzi2019"
"Bright B. Kumordzi","Morgane Higelin","Kumordzi2019"
"Isabelle Aubin","Morgane Higelin","Kumordzi2019"
"Françoise Cardou","Morgane Higelin","Kumordzi2019"
"Bill Shipley","Morgane Higelin","Kumordzi2019"
"Cyrille Violle","Morgane Higelin","Kumordzi2019"
"Jill Johnstone","Morgane Higelin","Kumordzi2019"
"Madhur Anand","Morgane Higelin","Kumordzi2019"
"André Arsenault","Morgane Higelin","Kumordzi2019"
"F. Wayne Bell","Morgane Higelin","Kumordzi2019"
"Yves Bergeron","Morgane Higelin","Kumordzi2019"
"Isabelle Boulangeat","Morgane Higelin","Kumordzi2019"
"Maxime Brousseau","Morgane Higelin","Kumordzi2019"
"Louis De Grandpré","Morgane Higelin","Kumordzi2019"
"Sylvain Delagrange","Morgane Higelin","Kumordzi2019"
"Nicole J. Fenton","Morgane Higelin","Kumordzi2019"
"Dominique Gravel","Morgane Higelin","Kumordzi2019"
"S. Ellen Macdonald","Morgane Higelin","Kumordzi2019"
"Benoit Hamel","Morgane Higelin","Kumordzi2019"
"François Hébert","Morgane Higelin","Kumordzi2019"
"Nathalie Isabel","Morgane Higelin","Kumordzi2019"
"Azim Mallik","Morgane Higelin","Kumordzi2019"
"Anne C.S. McIntosh","Morgane Higelin","Kumordzi2019"
"Jennie R. McLaren","Morgane Higelin","Kumordzi2019"
"Christian Messier","Morgane Higelin","Kumordzi2019"
"Dave Morris","Morgane Higelin","Kumordzi2019"
"Nelson Thiffault","Morgane Higelin","Kumordzi2019"
"Jean-Pierre Tremblay","Morgane Higelin","Kumordzi2019"
"Alison D. Munson","Morgane Higelin","Kumordzi2019"
"Bright B. Kumordzi","François Hébert","Kumordzi2019"
"Isabelle Aubin","François Hébert","Kumordzi2019"
"Françoise Cardou","François Hébert","Kumordzi2019"
"Bill Shipley","François Hébert","Kumordzi2019"
"Cyrille Violle","François Hébert","Kumordzi2019"
"Jill Johnstone","François Hébert","Kumordzi2019"
"Madhur Anand","François Hébert","Kumordzi2019"
"André Arsenault","François Hébert","Kumordzi2019"
"F. Wayne Bell","François Hébert","Kumordzi2019"
"Yves Bergeron","François Hébert","Kumordzi2019"
"Isabelle Boulangeat","François Hébert","Kumordzi2019"
"Maxime Brousseau","François Hébert","Kumordzi2019"
"Louis De Grandpré","François Hébert","Kumordzi2019"
"Sylvain Delagrange","François Hébert","Kumordzi2019"
"Nicole J. Fenton","François Hébert","Kumordzi2019"
"Dominique Gravel","François Hébert","Kumordzi2019"
"S. Ellen Macdonald","François Hébert","Kumordzi2019"
"Benoit Hamel","François Hébert","Kumordzi2019"
"Morgane Higelin","François Hébert","Kumordzi2019"
"Nathalie Isabel","François Hébert","Kumordzi2019"
"Azim Mallik","François Hébert","Kumordzi2019"
"Anne C.S. McIntosh","François Hébert","Kumordzi2019"
"Jennie R. McLaren","François Hébert","Kumordzi2019"
"Christian Messier","François Hébert","Kumordzi2019"
"Dave Morris","François Hébert","Kumordzi2019"
"Nelson Thiffault","François Hébert","Kumordzi2019"
"Jean-Pierre Tremblay","François Hébert","Kumordzi2019"
"Alison D. Munson","François Hébert","Kumordzi2019"
"Bright B. Kumordzi","Nathalie Isabel","Kumordzi2019"
"Isabelle Aubin","Nathalie Isabel","Kumordzi2019"
"Françoise Cardou","Nathalie Isabel","Kumordzi2019"
"Bill Shipley","Nathalie Isabel","Kumordzi2019"
"Cyrille Violle","Nathalie Isabel","Kumordzi2019"
"Jill Johnstone","Nathalie Isabel","Kumordzi2019"
"Madhur Anand","Nathalie Isabel","Kumordzi2019"
"André Arsenault","Nathalie Isabel","Kumordzi2019"
"F. Wayne Bell","Nathalie Isabel","Kumordzi2019"
"Yves Bergeron","Nathalie Isabel","Kumordzi2019"
"Isabelle Boulangeat","Nathalie Isabel","Kumordzi2019"
"Maxime Brousseau","Nathalie Isabel","Kumordzi2019"
"Louis De Grandpré","Nathalie Isabel","Kumordzi2019"
"Sylvain Delagrange","Nathalie Isabel","Kumordzi2019"
"Nicole J. Fenton","Nathalie Isabel","Kumordzi2019"
"Dominique Gravel","Nathalie Isabel","Kumordzi2019"
"S. Ellen Macdonald","Nathalie Isabel","Kumordzi2019"
"Benoit Hamel","Nathalie Isabel","Kumordzi2019"
"Morgane Higelin","Nathalie Isabel","Kumordzi2019"
"François Hébert","Nathalie Isabel","Kumordzi2019"
"Azim Mallik","Nathalie Isabel","Kumordzi2019"
"Anne C.S. McIntosh","Nathalie Isabel","Kumordzi2019"
"Jennie R. McLaren","Nathalie Isabel","Kumordzi2019"
"Christian Messier","Nathalie Isabel","Kumordzi2019"
"Dave Morris","Nathalie Isabel","Kumordzi2019"
"Nelson Thiffault","Nathalie Isabel","Kumordzi2019"
"Jean-Pierre Tremblay","Nathalie Isabel","Kumordzi2019"
"Alison D. Munson","Nathalie Isabel","Kumordzi2019"
"Bright B. Kumordzi","Azim Mallik","Kumordzi2019"
"Isabelle Aubin","Azim Mallik","Kumordzi2019"
"Françoise Cardou","Azim Mallik","Kumordzi2019"
"Bill Shipley","Azim Mallik","Kumordzi2019"
"Cyrille Violle","Azim Mallik","Kumordzi2019"
"Jill Johnstone","Azim Mallik","Kumordzi2019"
"Madhur Anand","Azim Mallik","Kumordzi2019"
"André Arsenault","Azim Mallik","Kumordzi2019"
"F. Wayne Bell","Azim Mallik","Kumordzi2019"
"Yves Bergeron","Azim Mallik","Kumordzi2019"
"Isabelle Boulangeat","Azim Mallik","Kumordzi2019"
"Maxime Brousseau","Azim Mallik","Kumordzi2019"
"Louis De Grandpré","Azim Mallik","Kumordzi2019"
"Sylvain Delagrange","Azim Mallik","Kumordzi2019"
"Nicole J. Fenton","Azim Mallik","Kumordzi2019"
"Dominique Gravel","Azim Mallik","Kumordzi2019"
"S. Ellen Macdonald","Azim Mallik","Kumordzi2019"
"Benoit Hamel","Azim Mallik","Kumordzi2019"
"Morgane Higelin","Azim Mallik","Kumordzi2019"
"François Hébert","Azim Mallik","Kumordzi2019"
"Nathalie Isabel","Azim Mallik","Kumordzi2019"
"Anne C.S. McIntosh","Azim Mallik","Kumordzi2019"
"Jennie R. McLaren","Azim Mallik","Kumordzi2019"
"Christian Messier","Azim Mallik","Kumordzi2019"
"Dave Morris","Azim Mallik","Kumordzi2019"
"Nelson Thiffault","Azim Mallik","Kumordzi2019"
"Jean-Pierre Tremblay","Azim Mallik","Kumordzi2019"
"Alison D. Munson","Azim Mallik","Kumordzi2019"
"Bright B. Kumordzi","Anne C.S. McIntosh","Kumordzi2019"
"Isabelle Aubin","Anne C.S. McIntosh","Kumordzi2019"
"Françoise Cardou","Anne C.S. McIntosh","Kumordzi2019"
"Bill Shipley","Anne C.S. McIntosh","Kumordzi2019"
"Cyrille Violle","Anne C.S. McIntosh","Kumordzi2019"
"Jill Johnstone","Anne C.S. McIntosh","Kumordzi2019"
"Madhur Anand","Anne C.S. McIntosh","Kumordzi2019"
"André Arsenault","Anne C.S. McIntosh","Kumordzi2019"
"F. Wayne Bell","Anne C.S. McIntosh","Kumordzi2019"
"Yves Bergeron","Anne C.S. McIntosh","Kumordzi2019"
"Isabelle Boulangeat","Anne C.S. McIntosh","Kumordzi2019"
"Maxime Brousseau","Anne C.S. McIntosh","Kumordzi2019"
"Louis De Grandpré","Anne C.S. McIntosh","Kumordzi2019"
"Sylvain Delagrange","Anne C.S. McIntosh","Kumordzi2019"
"Nicole J. Fenton","Anne C.S. McIntosh","Kumordzi2019"
"Dominique Gravel","Anne C.S. McIntosh","Kumordzi2019"
"S. Ellen Macdonald","Anne C.S. McIntosh","Kumordzi2019"
"Benoit Hamel","Anne C.S. McIntosh","Kumordzi2019"
"Morgane Higelin","Anne C.S. McIntosh","Kumordzi2019"
"François Hébert","Anne C.S. McIntosh","Kumordzi2019"
"Nathalie Isabel","Anne C.S. McIntosh","Kumordzi2019"
"Azim Mallik","Anne C.S. McIntosh","Kumordzi2019"
"Jennie R. McLaren","Anne C.S. McIntosh","Kumordzi2019"
"Christian Messier","Anne C.S. McIntosh","Kumordzi2019"
"Dave Morris","Anne C.S. McIntosh","Kumordzi2019"
"Nelson Thiffault","Anne C.S. McIntosh","Kumordzi2019"
"Jean-Pierre Tremblay","Anne C.S. McIntosh","Kumordzi2019"
"Alison D. Munson","Anne C.S. McIntosh","Kumordzi2019"
"Bright B. Kumordzi","Jennie R. McLaren","Kumordzi2019"
"Isabelle Aubin","Jennie R. McLaren","Kumordzi2019"
"Françoise Cardou","Jennie R. McLaren","Kumordzi2019"
"Bill Shipley","Jennie R. McLaren","Kumordzi2019"
"Cyrille Violle","Jennie R. McLaren","Kumordzi2019"
"Jill Johnstone","Jennie R. McLaren","Kumordzi2019"
"Madhur Anand","Jennie R. McLaren","Kumordzi2019"
"André Arsenault","Jennie R. McLaren","Kumordzi2019"
"F. Wayne Bell","Jennie R. McLaren","Kumordzi2019"
"Yves Bergeron","Jennie R. McLaren","Kumordzi2019"
"Isabelle Boulangeat","Jennie R. McLaren","Kumordzi2019"
"Maxime Brousseau","Jennie R. McLaren","Kumordzi2019"
"Louis De Grandpré","Jennie R. McLaren","Kumordzi2019"
"Sylvain Delagrange","Jennie R. McLaren","Kumordzi2019"
"Nicole J. Fenton","Jennie R. McLaren","Kumordzi2019"
"Dominique Gravel","Jennie R. McLaren","Kumordzi2019"
"S. Ellen Macdonald","Jennie R. McLaren","Kumordzi2019"
"Benoit Hamel","Jennie R. McLaren","Kumordzi2019"
"Morgane Higelin","Jennie R. McLaren","Kumordzi2019"
"François Hébert","Jennie R. McLaren","Kumordzi2019"
"Nathalie Isabel","Jennie R. McLaren","Kumordzi2019"
"Azim Mallik","Jennie R. McLaren","Kumordzi2019"
"Anne C.S. McIntosh","Jennie R. McLaren","Kumordzi2019"
"Christian Messier","Jennie R. McLaren","Kumordzi2019"
"Dave Morris","Jennie R. McLaren","Kumordzi2019"
"Nelson Thiffault","Jennie R. McLaren","Kumordzi2019"
"Jean-Pierre Tremblay","Jennie R. McLaren","Kumordzi2019"
"Alison D. Munson","Jennie R. McLaren","Kumordzi2019"
"Bright B. Kumordzi","Christian Messier","Kumordzi2019"
"Isabelle Aubin","Christian Messier","Kumordzi2019"
"Françoise Cardou","Christian Messier","Kumordzi2019"
"Bill Shipley","Christian Messier","Kumordzi2019"
"Cyrille Violle","Christian Messier","Kumordzi2019"
"Jill Johnstone","Christian Messier","Kumordzi2019"
"Madhur Anand","Christian Messier","Kumordzi2019"
"André Arsenault","Christian Messier","Kumordzi2019"
"F. Wayne Bell","Christian Messier","Kumordzi2019"
"Yves Bergeron","Christian Messier","Kumordzi2019"
"Isabelle Boulangeat","Christian Messier","Kumordzi2019"
"Maxime Brousseau","Christian Messier","Kumordzi2019"
"Louis De Grandpré","Christian Messier","Kumordzi2019"
"Sylvain Delagrange","Christian Messier","Kumordzi2019"
