"observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species"
"Gretchena concubitana","Gretchena concubitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gretchena","Gretchena concubitana"
"Phyllonorycter intermixta","Phyllonorycter intermixta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter intermixta"
"Agonopterix ciliella","Agonopterix ciliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Agonopterix","Agonopterix ciliella"
"Olethreutes inornatana","Olethreutes inornatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes inornatana"
"Oegoconia quadripuncta","Oegoconia quadripuncta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta"
"Coleophora fuscedinella","Coleophora serratella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora serratella"
"Lyonetia pulverulentella","Lyonetia pulverulentella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Lyonetia","Lyonetia pulverulentella"
"Schinia obscurata","Schinia obscurata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia obscurata"
"Alucita kazachstanica","Alucita kazachstanica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita kazachstanica"
"Decantha boreasella","Decantha borkhausenii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Decantha","Decantha borkhausenii"
"Arta","Arta","genus","Artà","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Arta",""
"Pediasia abnaki","Pediasia abnaki","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pediasia","Pediasia abnaki"
"Cosmopterix gemmiferella","Cosmopterix gemmiferella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix","Cosmopterix gemmiferella"
"Parectopa","Parectopa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa",""
"Hydriomena furcata","Hydriomena furcata","species","Larentie lavée","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hydriomena","Hydriomena furcata"
"Caloptilia cornusella","Caloptilia cornusella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia cornusella"
"Herpetogramma theseusalis","Herpetogramma theseusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma theseusalis"
"Dryadaula","Dryadaula","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Dryadaulidae","Dryadaula",""
"Chlorochlamys","Chlorochlamys","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chlorochlamys",""
"Datana","Datana","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Datana",""
"Dichomeris copa","Dichomeris copa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris copa"
"Strymon acadica","Strymon acadica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon acadica"
"Glyphipterix circumscriptella","Glyphipterix circumscriptella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Glyphipterigidae","Glyphipterix","Glyphipterix circumscriptella"
"Incisalia niphon","Incisalia niphon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Incisalia","Incisalia niphon"
"Acrolepia assectella","Acrolepia assectella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Glyphipterigidae","Acrolepia","Acrolepia assectella"
"Coleotechnites gibsonella","Coleotechnites gibsonella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites gibsonella"
"Xanthophysa psychialis","Xanthophysa psychialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Xanthophysa","Xanthophysa psychicalis"
"Pococera melanogrammos","Pococera melanogrammos","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pococera","Pococera melanogrammos"
"Sonia constrictana","Sonia constrictana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sonia","Sonia constrictana"
"Retinia burkeana","Retinia burkeana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Retinia","Retinia burkeana"
"Platphalonidia lavana","Platphalonidia lavana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phalonidia","Platphalonidia lavana"
"Anacampsis consonella","Anacampsis consonella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsis","Anacampsis consonella"
"Callima formosella","Callima formosella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Callima","Callima formosella"
"Catoptria maculalis","Catoptria maculalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Catoptria","Catoptria maculalis"
"Phyllocnistis vitifoliella","Phyllocnistis vitifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllocnistis","Phyllocnistis vitifoliella"
"Coleophora astericola","Coleophora astericola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora astericola"
"Eulithis testata","Eulithis testata","species","La cidarie agate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","Eulithis testata"
"Bryotropha branella","Bryotropha branella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Bryotropha","Bryotropha branella"
"Atroposia oenotherana","Conchylis oenotherana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Conchylis","Conchylis oenotherana"
"Rheumaptera prunivorata","Rheumaptera prunivorata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rheumaptera","Rheumaptera prunivorata"
"Zophodia convolutella","Zophodia convolutella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Zophodia","Zophodia convolutella"
"Mastor hegon","Mastor hegon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Mastor","Mastor hegon"
"Caloreas","Caloreas","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Caloreas",""
"Pyrrhia cilisca","Pyrrhia cilisca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia","Pyrrhia cilisca"
"Eudonia vivida","Eudonia vivida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia","Eudonia vivada"
"Eustroma semiatrata","Eustroma semiatrata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eustroma","Antepirrhoe semiatrata"
"Nascia","Nascia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nascia",""
"Cydia erotella","Cydia erotella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia erotella"
"Olethreutes subnubilum","Olethreutes subnubilum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes subnubilum"
"Panopoda","Panopoda","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Panopoda",""
"Brachylomia discinigra","Brachylomia discinigra","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Brachylomia","Brachylomia discinigra"
"Enodia anthedon borealis","Enodia anthedon borealis","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Enodia","Enodia anthedon"
"Hyles gallii intermedia","Hyles gallii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyles","Hyles gallii"
"Grammia virguncula","Grammia virguncula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Grammia","Grammia virguncula"
"Anartomima secedens","Lasionycta secedens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lasionycta","Lasionycta secedens"
"Celaena reniformis","Helotropha reniformis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helotropha","Helotropha reniformis"
"Oncocnemis","Oncocnemis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oncocnemis",""
"Oligia illocata","Fishia illocata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Fishia","Fishia illocata"
"Xanthia togata","Xanthia togata","species","Mantelée","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia togata"
"Papestra cristifera","Papestra cristifera","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papestra","Papestra cristifera"
"Archanara oblonga","Globia oblonga","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Globia","Capsula oblonga"
"Grammia williamsii","Grammia williamsii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Grammia","Grammia williamsii"
"Hecatera","Hecatera","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hecatera",""
"Chortodes","Photedes","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Photedes",""
"Eucosma raracana","Eucosma raracana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma raracana"
"Elachista illectella","Elachista illectella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista illectella"
"Mompha subbistrigella","Mompha subbistrigella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha subbistrigella"
"Melanophthalma","Melanophthalma","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Latridiidae","Marojala",""
"Notocelia purpurissatana","Notocelia purpurissatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Notocelia","Notocelia purpurissatana"
"Cucullia","Cucullia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia",""
"Cydia lacustrina","Cydia lacustrina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia lacustrina"
"Xylotype","Xylotype","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylotype",""
"Neodactria","Neodactria","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Neodactria",""
"Bactra lancealana","Bactra lancealana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Bactra","Bactra lancealana"
"Anania hortulata","Anania hortulata","species","Pyrale de l'ortie","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania hortulata"
"Retinia","Retinia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Retinia",""
"Eremobina","Eremobina","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eremobina",""
"Pseudexentera spoliana","Pseudexentera spoliana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pseudexentera","Pseudexentera spoliana"
"Coleophora querciella","Coleophora querciella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora querciella"
"Abagrotis","Abagrotis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis",""
"Notodonta torva","Notodonta torva","species","La demi-lune grise","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Notodonta","Notodonta torva"
"Pterophoridae","Pterophoridae","family","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","",""
"Tulsa","Tulsa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Tulsa",""
"Amphipyra tragopoginis","Amphipyra tragopoginis","species","Triponctuée","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipyra","Amphipyra tragopoginis"
"Ectoedemia virgulae","Ectoedemia virgulae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia","Ectoedemia virgulae"
"Dahlica walshella","Dahlica walshella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Psychidae","Dahlica","Dahlica walshella"
"Chrysoesthia","Chrysoesthia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia",""
"Aspilanta viticordifoliella","Aspilanta viticordifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Aspilanta","Aspilanta viticordifoliella"
"Aspilanta argentifera","Antispila argentifera","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Antispila","Antispila argentifera"
"Lasionycta anthracina","Lasionycta anthracina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lasionycta","Lasionycta anthracina"
"Scopula quinquelinearia","Scopula","genus","Leptaletis","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula quinquelinearia"
"Conchylis oenotherana","Conchylis oenotherana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Conchylis","Conchylis oenotherana"
"Caradrina montana","Caradrina montana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caradrina","Caradrina montana"
"Monochroa","Monochroa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa",""
"Bryotropha hodgesi","Bryotropha hodgesi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Bryotropha","Bryotropha hodgesi"
"Retinia gemistrigulana","Retinia gemistrigulana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Retinia","Retinia gemistrigulana"
"Coleophora laticornella","Coleophora laticornella","species","Porte-case du pacanier","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora laticornella"
"Pyrausta subsequalis","Pyrausta subsequalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta subsequalis"
"Anavitrinella addendaria","Anavitrinella addendaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Anavitrinella","Anavitrinella addendaria"
"Mompha falcata","Mompha falcata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha falcata"
"Hypena bijugalis","Hypena bijugalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena bijugalis"
"Nymphuliella daeckealis","Nymphuliella daeckealis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nymphuliella","Nymphuliella daeckealis"
"Eudarcia eunitariaeella","Eudarcia eunitariaeella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Meessiidae","Eudarcia","Eudarcia eunitariaeella"
"Chionodes imber","Chionodes imber","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes imber"
"Homosetia bifasciella","Homosetia bifasciella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Meessiidae","Homosetia","Homosetia bifasciella"
"Dichomeris mercatrix","Dichomeris mercatrix","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris mercatrix"
"Elachista cucullata","Elachista cucullata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista cucullata"
"Fissicrambus mutabilis","Fissicrambus mutabilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Fissicrambus","Fissicrambus mutabilis"
"Depressaria cinereocostella","Depressaria cinereocostella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Depressaria","Depressaria cinereocostella"
"Gnorimoschema gallaesolidaginis","Gnorimoschema gallaesolidaginis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Gnorimoschema","Gnorimoschema gallaesolidaginis"
"Aroga","Aroga","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Aroga",""
"Ipimorpha","Ipimorpha","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ipimorpha",""
"Acleris schalleriana","Acleris schalleriana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris schalleriana"
"Trypanisma","Trypanisma","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Trypanisma",""
"Evergestis unimacula","Evergestis unimacula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Evergestis","Evergestis unimacula"
"Syricoris lacunana","Syricoris lacunana","species","Tordeuse du fraisier","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Syricoris","Syricoris lacunana"
"Homosetia costisignella","Homosetia costisignella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Meessiidae","Homosetia","Homosetia costisignella"
"Apotomis bifida","Apotomis bifida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis","Apotomis bifida"
"Dichomeris serrativittella","Dichomeris serrativittella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris serrativittella"
"Gelechia sabinellus","Gelechia sabinellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Gelechia","Gelechia sabinellus"
"Coleotechnites occidentis","Coleotechnites occidentis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites occidentis"
"Coleophora maritella","Coleophora maritella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora maritella"
"Petrophora subaequaria","Petrophora subaequaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Petrophora","Petrophora subaequaria"
"Eupithecia borealis","Eupithecia borealis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia borealis"
"Meganola","Meganola","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Meganola",""
"Tineidae","Tineidae","family","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","",""
"Ectoedemia canutus","Ectoedemia canutus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia","Ectoedemia canutus"
"Coptotriche malifoliella","Coptotriche malifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tischeriidae","Coptotriche","Coptotriche malifoliella"
"Scrobipalpa","Scrobipalpa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Scrobipalpa",""
"Schinia","Schinia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia",""
"Pseudopostega","Pseudopostega","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Opostegidae","Pseudopostega",""
"Carpatolechia notatella","Carpatolechia notatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Carpatolechia","Carpatolechia notatella"
"Hypena","Hypena","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena",""
"Apamea apamiformis","Apamea apamiformis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea apamiformis"
"Calledapteryx dryopterata","Calledapteryx dryopterata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Calledapteryx","Calledapteryx dryopterata"
"Caloptilia burgessiella","Caloptilia burgessiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia burgessiella"
"Blastobasis pulchella","Blastobasis pulchella","species","Euresia pulchella","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis pulchella"
"Synanthedon pictipes","Synanthedon pictipes","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Synanthedon","Synanthedon pictipes"
"Phtheochroa riscana","Phtheochroa riscana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phtheochroa","Phtheochroa riscana"
"Corticivora clarki","Corticivora clarki","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Corticivora","Corticivora clarki"
"Xanthorhoe baffinensis","Xanthorhoe baffinensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe baffinensis"
"Dichrorampha aeratana","Dichrorampha aeratana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Dichrorampha","Dichrorampha aeratana"
"Cydia marita","Cydia marita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia marita"
"Martania","Martania","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Martania",""
"Phyllonorycter diversella","Phyllonorycter diversella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter diversella"
"Coleotechnites blastovora","Coleotechnites blastovora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites blastovora"
"Hahncappsia","Hahncappsia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hahncappsia",""
"Filatima abactella","Filatima abactella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Filatima","Filatima abactella"
"Battaristis vittella","Battaristis vittella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Battaristis","Battaristis vittella"
"Donacaula dispersellus","Donacaula melinellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Donacaula","Donacaula melinellus"
"Argyresthia subreticulata","Argyresthia subreticulata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia subreticulata"
"Renia discoloralis","Renia discoloralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia discoloralis"
"Ancylis goodelliana","Ancylis goodelliana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis goodelliana"
"Chionodes psiloptera","Chionodes psiloptera","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes psiloptera"
"Macaria coortaria","Macaria coortaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria coortaria"
"Boloria chariclea arctica","Boloria chariclea arctica","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Boloria","Clossiana chariclea"
"Nanna","Nanna","genus","Sîn","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nanna",""
"Euxoa tristicula","Euxoa tristicula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa tristicula"
"Leucania amygdalina","Leucania linita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania linita"
"Dolichomia","Dolichomia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dolichomia",""
"Dichomeris marginella","Dichomeris marginella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris marginella"
"Chalcoela iphitalis","Chalcoela iphitalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"Thopeutis forbesellus","Thopeutis forbesellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Thopeutis","Thopeutis forbesellus"
"Anhimella contrahens","Anhimella contrahens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anhimella","Anhimella contrahens"
"Cabera borealis","Cabera borealis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cabera","Cabera borealis"
"Ancylis brauni","Ancylis brauni","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis brauni"
"Sesia spartani","Sesia spartani","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Sesia","Sesia spartani"
"Hedya ochroleucana","Hedya ochroleucana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Hedya","Hedya ochroleucana"
"Parascotia fuliginaria","Parascotia fuliginaria","species","Inégale","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parascotia","Parascotia fuliginaria"
"Ephippiphora","Grapholita","genus","","Animalia","Arthropoda","Malacostraca","Lepidoptera","Tortricidae","Charcotia",""
"Parornix kalmiella","Parornix kalmiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix kalmiella"
"Phiaris","Phiaris","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phiaris",""
"Polopeustis arctiella","Polopeustis arctiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Polopeustis","Polopeustis arctiella"
"Gretchena semialba","Gretchena semialba","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gretchena","Gretchena semialba"
"Bohemannia pulverosella","Bohemannia pulverosella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Bohemannia","Bohemannia pulverosella"
"Apantesis arge","Apantesis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Apantesis","Apantesis arge"
"Walshia miscecolorella","Walshia miscecolorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Walshia","Walshia miscecolorella"
"Synanthedon novaroensis","Synanthedon novaroensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Synanthedon","Synanthedon novaroensis"
"Eupithecia satyrata","Eupithecia satyrata","species","Eupithécie satyre","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia satyrata"
"Limenitis lorquini","Limenitis lorquini","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini"
"Eupithecia anticaria","Eupithecia anticaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia anticaria"
"Eupithecia fumosa","Eupithecia fumosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia assimilata"
"Eupithecia luteata","Eupithecia lariciata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia lariciata"
"Xestia tecta","Xestia tecta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia tecta"
"Biston","Biston","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Biston",""
"Anania extricalis","Anania extricalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania extricalis"
"Acrobasis juglandis","Acrobasis juglandis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis juglandis"
"Olethreutes mysteriana","Olethreutes mysteriana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes mysteriana"
"Hydria undulata","Rheumaptera undulata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rheumaptera","Rheumaptera undulata"
"Ypsolopha","Ypsolopha","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha",""
"Eupithecia casloata","Eupithecia casloata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia casloata"
"Argynnis","Argynnis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Argynnis",""
"Sthenopis pretiosus","Sthenopis pretiosus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Sthenopis","Sthenopis pretiosus"
